stud_number;first_name;last_name;gender;email;registration_date;payment_date;registration_fee;year
3887446;Yolène;FRUCHET;F;yolene.fruchet@etudiant.univ-rennes1.fr;2022-10-06;2022-10-06;25.5;2023
2284632;Jean-Hervé;DA SILVA;H;jean-herve.da silva@etudiant.univ-rennes1.fr;2022-10-03;2022-11-02;25.5;2023
9341406;Joachim;PLUMEJEAU;H;joachim.plumejeau@etudiant.univ-rennes1.fr;2022-09-22;2022-09-22;25.5;2023
1674550;Vivian;HACAULT;garçon;vivian.hacault@etudiant.univ-rennes1.fr;2022-09-16;2022-09-16;25.5;2023
9848855;Lysianne;BEILLARD;fille;lysianne.beillard@etudiant.univ-rennes1.fr;2022-10-09;2022-10-09;25.5;2023
7894397;Jean Maurice;REIGNIER;M;jean maurice.reignier@etudiant.univ-rennes1.fr;2022-10-22;2022-10-22;25.5;2023
9483832;Carmelo;BARBIN;M;carmelo.barbin@etudiant.univ-rennes1.fr;2022-09-12;2022-09-12;25.5;2023
1347587;Josyane;CHEMINEAU;W;josyane.chemineau@etudiant.univ-rennes1.fr;2022-09-15;2022-09-15;25.5;2023
1143837;Sergio;BOURON;garçon;sergio.bouron@etudiant.univ-rennes1.fr;2022-10-11;2022-10-11;25.5;2023
1173540;Karin;GENTILHOMME;W;karin.gentilhomme@etudiant.univ-rennes1.fr;2022-09-20;;25.5;2023
492491;Stéphan;OUVRARD;garçon;stephan.ouvrard@etudiant.univ-rennes1.fr;2022-10-17;2022-10-17;25.5;2023
1032378;Frantz;PREZELIN;M;frantz.prezelin@etudiant.univ-rennes1.fr;2022-10-26;2022-10-26;25.5;2023
1003065;Jean-Frédéric;DAVIAUD;M;jean-frederic.daviaud@etudiant.univ-rennes1.fr;2022-09-11;2022-09-11;25.5;2023
3121003;Marie Line;DESGRE;fille;marie line.desgre@etudiant.univ-rennes1.fr;2022-09-11;2022-10-11;25.5;2023
6124965;Marie Jeanne;RICHE;F;marie jeanne.riche@etudiant.univ-rennes1.fr;2022-09-23;2022-09-23;25.5;2023
6723978;Jean Bernard;BLANCHET;M;jean bernard.blanchet@etudiant.univ-rennes1.fr;2022-09-30;2022-10-30;25.5;2023
1696413;Pierre André;LIZE;M;pierre andre.lize@etudiant.univ-rennes1.fr;2022-09-24;2022-10-24;25.5;2023
7076940;Michele;FAUCHARD;M;michele.fauchard@etudiant.univ-rennes1.fr;2022-09-15;2022-10-15;25.5;2023
7341242;Richard;CRASNIER;garçon;richard.crasnier@etudiant.univ-rennes1.fr;2022-10-26;2022-10-26;25.5;2023
5679520;Ismaël;DIXNEUF;M;ismael.dixneuf@etudiant.univ-rennes1.fr;2022-09-11;2022-09-11;25.5;2023
4167770;Annonciade;GODIN;W;annonciade.godin@etudiant.univ-rennes1.fr;2022-10-06;2022-10-06;25.5;2023
1579065;Francis;LATTE;M;francis.latte@etudiant.univ-rennes1.fr;2022-10-18;2022-10-18;25.5;2023
5564971;Rachida;COUVREUX;F;rachida.couvreux@etudiant.univ-rennes1.fr;2022-10-17;2022-10-17;25.5;2023
8851085;Coralie;LATTE;W;coralie.latte@etudiant.univ-rennes1.fr;2022-10-05;2022-10-05;25.5;2023
36833;Octave;HIVERT;M;octave.hivert@etudiant.univ-rennes1.fr;2022-10-19;2022-10-19;25.5;2023
7779709;Valerie;FRAQUET;H;valerie.fraquet@etudiant.univ-rennes1.fr;2022-10-11;2022-10-11;25.5;2023
7889033;Coralie;CHEVET;W;coralie.chevet@etudiant.univ-rennes1.fr;2022-10-26;2022-11-25;25.5;2023
7908933;Stéphane;BAUDOUIN;M;stephane.baudouin@etudiant.univ-rennes1.fr;2022-10-19;2022-10-19;25.5;2023
7323499;Donald;TISON;garçon;donald.tison@etudiant.univ-rennes1.fr;2022-09-30;2022-10-30;25.5;2023
9302400;Karim;NAULEAU;H;karim.nauleau@etudiant.univ-rennes1.fr;2022-10-06;2022-10-06;25.5;2023
1178592;Christine;PROUST;H;christine.proust@etudiant.univ-rennes1.fr;2022-10-14;2022-10-14;25.5;2023
8132386;Mounir;HERBERT;garçon;mounir.herbert@etudiant.univ-rennes1.fr;2022-10-25;2022-10-25;25.5;2023
6519861;Stephane;PERCHERON;H;stephane.percheron@etudiant.univ-rennes1.fr;2022-10-13;2022-10-13;25.5;2023
9790480;Nordine;GRASSET;M;nordine.grasset@etudiant.univ-rennes1.fr;2022-10-06;2022-10-06;25.5;2023
40525;Renee;HOUDIN;W;renee.houdin@etudiant.univ-rennes1.fr;2022-10-24;2022-10-24;25.5;2023
4424888;Norbert;DELOUCHE;garçon;norbert.delouche@etudiant.univ-rennes1.fr;2022-09-13;2022-09-13;25.5;2023
979747;Suzanne;POUPELIN;fille;suzanne.poupelin@etudiant.univ-rennes1.fr;2022-09-14;2022-09-14;25.5;2023
7298401;Gwenaelle;LAVENIER;F;gwenaelle.lavenier@etudiant.univ-rennes1.fr;2022-10-15;2022-10-15;25.5;2023
127028;Gilda;MENET;fille;gilda.menet@etudiant.univ-rennes1.fr;2022-09-11;2022-10-11;25.5;2023
3859477;Narcisse;DALIFARD;M;narcisse.dalifard@etudiant.univ-rennes1.fr;2022-10-19;2022-10-19;25.5;2023
93782;Suzanne;AUBRY;H;suzanne.aubry@etudiant.univ-rennes1.fr;2022-09-14;2022-09-14;25.5;2023
8156351;Eugène;ANDRE;M;eugene.andre@etudiant.univ-rennes1.fr;2022-10-07;2022-10-07;25.5;2023
5749366;Marie-Angèle;RIVRON;W;marie-angele.rivron@etudiant.univ-rennes1.fr;2022-10-26;2022-10-26;25.5;2023
7875661;Luciano;CHAILLOU;H;luciano.chaillou@etudiant.univ-rennes1.fr;2022-10-02;2022-10-02;25.5;2023
8018418;Marianne;GALLET;M;marianne.gallet@etudiant.univ-rennes1.fr;2022-09-22;2022-09-22;25.5;2023
2400708;Anne-Yvonne;DEHOUX;F;anne-yvonne.dehoux@etudiant.univ-rennes1.fr;2022-10-18;2022-10-18;25.5;2023
4226631;Thierry;MIGNOT;M;thierry.mignot@etudiant.univ-rennes1.fr;2022-10-13;2022-10-13;25.5;2023
9921861;Sylvestre;DEVY;H;sylvestre.devy@etudiant.univ-rennes1.fr;2022-09-30;;25.5;2023
4238144;Jean Christophe;CERIZIER;H;jean christophe.cerizier@etudiant.univ-rennes1.fr;2022-10-12;2022-10-12;25.5;2023
276573;Marie-Noelle;AUMOND;W;marie-noelle.aumond@etudiant.univ-rennes1.fr;2022-09-11;2022-09-11;25.5;2023
5884030;Jean Pierre;JEANNEAU;M;jean pierre.jeanneau@etudiant.univ-rennes1.fr;2022-10-04;2022-10-04;25.5;2023
248790;Isidore;ROSSIGNOL;H;isidore.rossignol@etudiant.univ-rennes1.fr;2022-09-27;2022-10-27;25.5;2023
378085;Prosper;HUCHON;H;prosper.huchon@etudiant.univ-rennes1.fr;2022-10-19;2022-11-18;25.5;2023
7183635;Marie-Jeanne;DUBREUIL;garçon;marie-jeanne.dubreuil@etudiant.univ-rennes1.fr;2022-09-21;2022-09-21;25.5;2023
6218844;Meriem;CHUDEAU;W;meriem.chudeau@etudiant.univ-rennes1.fr;2022-09-26;2022-09-26;25.5;2023
8449224;Ahmed;LHERMITEAU;H;ahmed.lhermiteau@etudiant.univ-rennes1.fr;2022-09-11;2022-10-11;25.5;2023
7476598;Baptiste;LEFEVRE;H;baptiste.lefevre@etudiant.univ-rennes1.fr;2022-09-26;2022-09-26;25.5;2023
7062366;Jeremie;RICOU;H;jeremie.ricou@etudiant.univ-rennes1.fr;2022-09-13;2022-10-13;25.5;2023
9754036;Dorothée;BIENVENU;W;dorothee.bienvenu@etudiant.univ-rennes1.fr;2022-10-15;2022-10-15;25.5;2023
3662800;Ghislène;ALLAIRE;fille;ghislene.allaire@etudiant.univ-rennes1.fr;2022-09-12;2022-09-12;25.5;2023
7279332;Lorène;TREMBLAY;W;lorene.tremblay@etudiant.univ-rennes1.fr;2022-10-07;2022-10-07;25.5;2023
9515545;Claudy;GABORY;F;claudy.gabory@etudiant.univ-rennes1.fr;2022-10-14;2022-10-14;25.5;2023
5148985;Jean-Fred;FRIBAULT;H;jean-fred.fribault@etudiant.univ-rennes1.fr;2022-10-24;2022-10-24;25.5;2023
4082658;Francis;FROUIN;H;francis.frouin@etudiant.univ-rennes1.fr;2022-09-27;2022-10-27;25.5;2023
1978626;Rolande;ROUAULT;F;rolande.rouault@etudiant.univ-rennes1.fr;2022-09-28;2022-09-28;25.5;2023
8113264;Georges;TRICOT;garçon;georges.tricot@etudiant.univ-rennes1.fr;2022-10-09;2022-10-09;25.5;2023
355898;Patricia;GODICHEAU;M;patricia.godicheau@etudiant.univ-rennes1.fr;2022-10-01;2022-10-01;25.5;2023
9849743;Jean-Rémi;GUICHETEAU;garçon;jean-remi.guicheteau@etudiant.univ-rennes1.fr;2022-09-13;2022-09-13;25.5;2023
3355127;Patric;REVAULT;M;patric.revault@etudiant.univ-rennes1.fr;2022-09-16;2022-09-16;25.5;2023
3614841;Jeanne Marie;HERY;F;jeanne marie.hery@etudiant.univ-rennes1.fr;2022-10-08;2022-11-07;25.5;2023
7601491;Vincenza;HOUDAYER;F;vincenza.houdayer@etudiant.univ-rennes1.fr;2022-10-17;2022-10-17;25.5;2023
9777115;Solange;CHEVALIER;F;solange.chevalier@etudiant.univ-rennes1.fr;2022-10-26;2022-10-26;25.5;2023
997790;Augustine;GABORY;fille;augustine.gabory@etudiant.univ-rennes1.fr;2022-10-22;2022-11-21;25.5;2023
8747513;Jean André;BELOUIN;garçon;jean andre.belouin@etudiant.univ-rennes1.fr;2022-09-15;2022-09-15;25.5;2023
1644484;Vanessa;OGEREAU;W;vanessa.ogereau@etudiant.univ-rennes1.fr;2022-10-25;2022-10-25;25.5;2023
2883408;Fernando;BENARD;M;fernando.benard@etudiant.univ-rennes1.fr;2022-09-27;2022-09-27;25.5;2023
1647802;Marianne;BESSON;W;marianne.besson@etudiant.univ-rennes1.fr;2022-10-25;2022-10-25;25.5;2023
9437095;Werner;HULLIN;M;werner.hullin@etudiant.univ-rennes1.fr;2022-10-21;;25.5;2023
5234188;Paul-Henri;LAILLER;garçon;paul-henri.lailler@etudiant.univ-rennes1.fr;2022-09-14;2022-09-14;25.5;2023
9405837;Marinette;JURET;W;marinette.juret@etudiant.univ-rennes1.fr;2022-10-26;2022-10-26;25.5;2023
3500040;Frédérique;EVAIN;fille;frederique.evain@etudiant.univ-rennes1.fr;2022-09-18;2022-09-18;25.5;2023
4816761;Mickaël;BROUSSEAU;H;mickael.brousseau@etudiant.univ-rennes1.fr;2022-09-26;2022-10-26;25.5;2023
9094742;Thérèse-Marie;THOMAS;F;therese-marie.thomas@etudiant.univ-rennes1.fr;2022-10-04;;25.5;2023
7311187;Hugo;DESHAYES;M;hugo.deshayes@etudiant.univ-rennes1.fr;2022-09-20;2022-10-20;25.5;2023
3114424;Michele;GAILLARD;M;michele.gaillard@etudiant.univ-rennes1.fr;2022-09-29;2022-10-29;25.5;2023
9127865;Pierre-Marie;PITON;H;pierre-marie.piton@etudiant.univ-rennes1.fr;2022-09-19;2022-10-19;25.5;2023
5928897;Assia;TELLIER;F;assia.tellier@etudiant.univ-rennes1.fr;2022-09-28;2022-09-28;25.5;2023
5964769;Joseph;LAIGLE;W;joseph.laigle@etudiant.univ-rennes1.fr;2022-10-20;2022-10-20;25.5;2023
5107261;Gina;BOLTEAU;fille;gina.bolteau@etudiant.univ-rennes1.fr;2022-10-26;2022-10-26;25.5;2023
6787143;Steve;BONTEMPS;M;steve.bontemps@etudiant.univ-rennes1.fr;2022-10-22;2022-10-22;25.5;2023
8516750;Irénée;DEVEAU;garçon;irenee.deveau@etudiant.univ-rennes1.fr;2022-09-30;2022-09-30;25.5;2023
5352488;Pauline;JOLIVET;F;pauline.jolivet@etudiant.univ-rennes1.fr;2022-10-19;2022-11-18;25.5;2023
7101049;Daniela;DINAND;fille;daniela.dinand@etudiant.univ-rennes1.fr;2022-10-10;2022-10-10;25.5;2023
906048;Hélène;LEMARCHAND;fille;helene.lemarchand@etudiant.univ-rennes1.fr;2022-09-19;2022-09-19;25.5;2023
4196210;Michelle;LEVEQUE;garçon;michelle.leveque@etudiant.univ-rennes1.fr;2022-09-19;2022-10-19;25.5;2023
7370710;Jean-Loup;RORTEAU;garçon;jean-loup.rorteau@etudiant.univ-rennes1.fr;2022-10-14;2022-11-13;25.5;2023
9034456;Arnold;COUTAND;H;arnold.coutand@etudiant.univ-rennes1.fr;2022-10-03;2022-10-03;25.5;2023
7528141;Mary;SALE;W;mary.sale@etudiant.univ-rennes1.fr;2022-09-13;2022-09-13;25.5;2023
8710431;Richard;BLUTEAU;M;richard.bluteau@etudiant.univ-rennes1.fr;2022-09-16;2022-10-16;25.5;2023
7662077;Gianni;BARBARIN;M;gianni.barbarin@etudiant.univ-rennes1.fr;2022-10-24;2022-11-23;25.5;2023
3841145;Anne Sophie;BARDET;F;anne sophie.bardet@etudiant.univ-rennes1.fr;2022-09-15;2022-09-15;25.5;2023
519831;Kathy;SALE;F;kathy.sale@etudiant.univ-rennes1.fr;2022-09-21;2022-09-21;25.5;2023
4219309;Rebecca;PELTIER;F;rebecca.peltier@etudiant.univ-rennes1.fr;2022-10-15;2022-11-14;25.5;2023
7094369;Laurence;TURPAULT;fille;laurence.turpault@etudiant.univ-rennes1.fr;2022-10-23;2022-11-22;25.5;2023
3528;Ericka;GUYOMARD;W;ericka.guyomard@etudiant.univ-rennes1.fr;2022-10-11;2022-11-10;25.5;2023
6104660;Jean-Albert;LEMAITRE;H;jean-albert.lemaitre@etudiant.univ-rennes1.fr;2022-10-26;2022-11-25;25.5;2023
4266865;Rachida;VERGNEAU;F;rachida.vergneau@etudiant.univ-rennes1.fr;2022-09-20;2022-10-20;25.5;2023
9030568;Janick;VINCONNEAU;garçon;janick.vinconneau@etudiant.univ-rennes1.fr;2022-10-07;2022-10-07;25.5;2023
7808312;Valentine;GESLIN;F;valentine.geslin@etudiant.univ-rennes1.fr;2022-10-17;2022-11-16;25.5;2023
9598109;Marie-Rose;LANGE;fille;marie-rose.lange@etudiant.univ-rennes1.fr;2022-10-07;2022-10-07;25.5;2023
9098198;Abdallah;FOUIN;garçon;abdallah.fouin@etudiant.univ-rennes1.fr;2022-09-17;2022-09-17;25.5;2023
5179638;Marine;PERON;W;marine.peron@etudiant.univ-rennes1.fr;2022-09-26;2022-09-26;25.5;2023
5438886;Jamila;DALIBON;F;jamila.dalibon@etudiant.univ-rennes1.fr;2022-10-13;2022-10-13;25.5;2023
6971046;Lydie;GUEMARD;H;lydie.guemard@etudiant.univ-rennes1.fr;2022-10-19;2022-11-18;25.5;2023
8887467;Djamila;BACLE;F;djamila.bacle@etudiant.univ-rennes1.fr;2022-10-22;2022-10-22;25.5;2023
1079682;Remy;HOUDU;H;remy.houdu@etudiant.univ-rennes1.fr;2022-09-14;2022-09-14;25.5;2023
4430853;Pierre;DAVY;garçon;pierre.davy@etudiant.univ-rennes1.fr;2022-09-22;2022-09-22;25.5;2023
8725005;Rolland;LIEVRE;H;rolland.lievre@etudiant.univ-rennes1.fr;2022-10-18;2022-11-17;25.5;2023
1321828;Bernard;SAUVAGET;H;bernard.sauvaget@etudiant.univ-rennes1.fr;2022-10-09;2022-11-08;25.5;2023
3509867;Jeannine;PAILLAT;W;jeannine.paillat@etudiant.univ-rennes1.fr;2022-09-21;2022-10-21;25.5;2023
6396437;Alex;SAULNIER;H;alex.saulnier@etudiant.univ-rennes1.fr;2022-10-24;2022-10-24;25.5;2023
1372084;Stephan;DELANOUE;H;stephan.delanoue@etudiant.univ-rennes1.fr;2022-09-18;2022-09-18;25.5;2023
6303380;Hamed;FOUGERE;H;hamed.fougere@etudiant.univ-rennes1.fr;2022-09-25;2022-09-25;25.5;2023
6901811;Mona;CHUDEAU;fille;mona.chudeau@etudiant.univ-rennes1.fr;2022-09-11;2022-09-11;25.5;2023
1866526;Jean-Raymond;COIGNARD;garçon;jean-raymond.coignard@etudiant.univ-rennes1.fr;2022-09-28;2022-09-28;25.5;2023
171568;Reynald;HOGNON;garçon;reynald.hognon@etudiant.univ-rennes1.fr;2022-09-13;2022-09-13;25.5;2023
2046596;Anabelle;BOUYER;F;anabelle.bouyer@etudiant.univ-rennes1.fr;2022-09-13;2022-09-13;25.5;2023
9440070;Samir;SUROT;H;samir.surot@etudiant.univ-rennes1.fr;2022-09-11;2022-09-11;25.5;2023
5132626;Joao;GOURE;garçon;joao.goure@etudiant.univ-rennes1.fr;2022-10-18;2022-11-17;25.5;2023
3434843;Laure;BOISSINOT;fille;laure.boissinot@etudiant.univ-rennes1.fr;2022-10-13;2022-10-13;25.5;2023
856194;Jean-Yvon;LEVEQUE;garçon;jean-yvon.leveque@etudiant.univ-rennes1.fr;2022-10-09;2022-11-08;25.5;2023
6768249;Dolores;BOURDEAU;F;dolores.bourdeau@etudiant.univ-rennes1.fr;2022-10-02;2022-11-01;25.5;2023
5208398;Mikaël;GUIGNON;H;mikael.guignon@etudiant.univ-rennes1.fr;2022-10-26;2022-10-26;25.5;2023
4296479;Saliha;BOISNAULT;W;saliha.boisnault@etudiant.univ-rennes1.fr;2022-10-24;2022-11-23;25.5;2023
1468941;Najat;BERTHAUD;F;najat.berthaud@etudiant.univ-rennes1.fr;2022-10-06;2022-10-06;25.5;2023
6532698;Adeline;HOUET;fille;adeline.houet@etudiant.univ-rennes1.fr;2022-10-01;2022-10-31;25.5;2023
81966;Lisette;CHOISNET;fille;lisette.choisnet@etudiant.univ-rennes1.fr;2022-10-01;2022-10-01;25.5;2023
2299333;Alix;THIERY;garçon;alix.thiery@etudiant.univ-rennes1.fr;2022-09-19;2022-09-19;25.5;2023
2116067;Yoann;GAUDICHEAU;M;yoann.gaudicheau@etudiant.univ-rennes1.fr;2022-09-26;2022-09-26;25.5;2023
7048766;François-Marie;RABOIN;M;francois-marie.raboin@etudiant.univ-rennes1.fr;2022-09-27;2022-10-27;25.5;2023
1212318;Pierre Louis;BAUDON;garçon;pierre louis.baudon@etudiant.univ-rennes1.fr;2022-10-12;2022-10-12;25.5;2023
4097932;Cathy;JUBEAU;F;cathy.jubeau@etudiant.univ-rennes1.fr;2022-10-10;2022-10-10;25.5;2023
2906447;Hélène;LAILLER;H;helene.lailler@etudiant.univ-rennes1.fr;2022-10-17;2022-10-17;25.5;2023
8264536;Jerome;METIVIER;H;jerome.metivier@etudiant.univ-rennes1.fr;2022-10-12;2022-10-12;25.5;2023
5564982;Iris;CHEVALIER;W;iris.chevalier@etudiant.univ-rennes1.fr;2022-09-14;2022-09-14;25.5;2023
3619521;Théophile;PROUTIERE;H;theophile.proutiere@etudiant.univ-rennes1.fr;2022-10-08;2022-10-08;25.5;2023
4480087;Adam;GOHIER;garçon;adam.gohier@etudiant.univ-rennes1.fr;2022-09-20;2022-09-20;25.5;2023
9232177;Mathieu;BONDU;garçon;mathieu.bondu@etudiant.univ-rennes1.fr;2022-10-24;2022-11-23;25.5;2023
1405566;Saliha;DELHOMMEAU;W;saliha.delhommeau@etudiant.univ-rennes1.fr;2022-10-04;2022-10-04;25.5;2023
9645399;Véronique;BOUHIRON;F;veronique.bouhiron@etudiant.univ-rennes1.fr;2022-09-30;2022-10-30;25.5;2023
6439314;Suzanne;GASTE;F;suzanne.gaste@etudiant.univ-rennes1.fr;2022-09-15;2022-09-15;25.5;2023
5548333;Vivianne;RABOUIN;W;vivianne.rabouin@etudiant.univ-rennes1.fr;2022-09-20;2022-10-20;25.5;2023
5431327;Moise;LORRE;M;moise.lorre@etudiant.univ-rennes1.fr;2022-10-09;2022-11-08;25.5;2023
8851393;Annie;ROULLIER;fille;annie.roullier@etudiant.univ-rennes1.fr;2022-09-14;2022-09-14;25.5;2023
2982167;Edouard;DALAINE;M;edouard.dalaine@etudiant.univ-rennes1.fr;2022-10-16;2022-10-16;25.5;2023
549362;Joanny;SUBILEAU;H;joanny.subileau@etudiant.univ-rennes1.fr;2022-09-22;2022-10-22;25.5;2023
4638846;Jean Baptiste;ROINARD;garçon;jean baptiste.roinard@etudiant.univ-rennes1.fr;2022-09-26;2022-09-26;25.5;2023
8737405;Jean-Brice;GENDREAU;garçon;jean-brice.gendreau@etudiant.univ-rennes1.fr;2022-10-05;2022-10-05;25.5;2023
4035655;Michéle;MAILLARD;W;michele.maillard@etudiant.univ-rennes1.fr;2022-09-25;2022-10-25;25.5;2023
1802652;Jean Luc;CRUARD;M;jean luc.cruard@etudiant.univ-rennes1.fr;2022-10-06;2022-10-06;25.5;2023
2385670;Marie Dominique;BEUROIS;F;marie dominique.beurois@etudiant.univ-rennes1.fr;2022-10-15;2022-10-15;25.5;2023
6638000;David;JADAUD;fille;david.jadaud@etudiant.univ-rennes1.fr;2022-10-04;2022-11-03;25.5;2023
604520;Pierre-Yves;BLAIN;M;pierre-yves.blain@etudiant.univ-rennes1.fr;2022-10-06;;25.5;2023
1963506;Vivien;RELION;garçon;vivien.relion@etudiant.univ-rennes1.fr;2022-10-05;2022-10-05;25.5;2023
2838280;Philomène;BIGEARD;fille;philomene.bigeard@etudiant.univ-rennes1.fr;2022-10-14;2022-11-13;25.5;2023
3530514;Helen;RABINEAU;F;helen.rabineau@etudiant.univ-rennes1.fr;2023-09-23;2023-10-23;23;2018
7085217;Geneviève;RAGUIN;W;genevieve.raguin@etudiant.univ-rennes1.fr;2023-10-27;2023-10-27;23;2018
4265828;Denis;HODE;fille;denis.hode@etudiant.univ-rennes1.fr;2023-10-25;2023-10-25;23;2018
2542500;Karl;ANIS;H;karl.anis@etudiant.univ-rennes1.fr;2023-10-05;2023-10-05;23;2018
9699114;Ludwig;JACQUET;M;ludwig.jacquet@etudiant.univ-rennes1.fr;2023-10-14;2023-10-14;23;2018
6316333;Nancy;HULLIN;fille;nancy.hullin@etudiant.univ-rennes1.fr;2023-10-25;2023-10-25;23;2018
4583291;Suzy;COSNARD;fille;suzy.cosnard@etudiant.univ-rennes1.fr;2023-10-16;;23;2018
1663442;Théodore;BOMARD;garçon;theodore.bomard@etudiant.univ-rennes1.fr;2023-09-12;2023-10-12;23;2018
1125045;Chantale;ROGER;W;chantale.roger@etudiant.univ-rennes1.fr;2023-09-29;2023-09-29;23;2018
5991458;Chrystele;DUBOIS;F;chrystele.dubois@etudiant.univ-rennes1.fr;2023-09-29;;23;2018
400929;Vincenzo;EDIN;H;vincenzo.edin@etudiant.univ-rennes1.fr;2023-09-20;2023-09-20;23;2018
7278656;Myriam;PERCEVAULT;fille;myriam.percevault@etudiant.univ-rennes1.fr;2023-09-24;;23;2018
8264456;Juliette;RENOUX;F;juliette.renoux@etudiant.univ-rennes1.fr;2023-09-14;2023-10-14;23;2018
6000154;Jean-Camille;SAVARIT;M;jean-camille.savarit@etudiant.univ-rennes1.fr;2023-09-22;2023-09-22;23;2018
3808222;Frantz;REVERDY;M;frantz.reverdy@etudiant.univ-rennes1.fr;2023-09-24;2023-09-24;23;2018
1443127;Marie-Céline;DENECHERE;fille;marie-celine.denechere@etudiant.univ-rennes1.fr;2023-10-19;2023-10-19;23;2018
5905613;Fany;LE ROY;W;fany.le roy@etudiant.univ-rennes1.fr;2023-10-24;2023-10-24;23;2018
6172402;Humbert;BOISIAUD;garçon;humbert.boisiaud@etudiant.univ-rennes1.fr;2023-09-27;2023-09-27;23;2018
4309490;Frédéric;BASLE;W;frederic.basle@etudiant.univ-rennes1.fr;2023-10-11;2023-10-11;23;2018
6826493;Dimitri;PERRAUD;garçon;dimitri.perraud@etudiant.univ-rennes1.fr;2023-10-10;2023-10-10;23;2018
3029679;Cendrine;DUCHENE;fille;cendrine.duchene@etudiant.univ-rennes1.fr;2023-09-15;2023-10-15;23;2018
1533193;Joachim;JUBERT;H;joachim.jubert@etudiant.univ-rennes1.fr;2023-10-13;2023-10-13;23;2018
6684033;Nicole;PREZELIN;M;nicole.prezelin@etudiant.univ-rennes1.fr;2023-10-14;2023-11-13;23;2018
4343488;Sidonie;HACAULT;W;sidonie.hacault@etudiant.univ-rennes1.fr;2023-09-19;;23;2018
2495744;Alain;FRADIN;H;alain.fradin@etudiant.univ-rennes1.fr;2023-09-21;2023-10-21;23;2018
5553866;Lily;TOUCHARD;fille;lily.touchard@etudiant.univ-rennes1.fr;2023-09-25;2023-09-25;23;2018
3744587;Mickaël;LIZEE;H;mickael.lizee@etudiant.univ-rennes1.fr;2023-09-29;2023-09-29;23;2018
8799340;Edouard;PANTAIS;H;edouard.pantais@etudiant.univ-rennes1.fr;2023-09-12;2023-10-12;23;2018
5320916;Alison;GOUBAULT;fille;alison.goubault@etudiant.univ-rennes1.fr;2023-09-28;2023-09-28;23;2018
1778639;Amand;DENEUX;garçon;amand.deneux@etudiant.univ-rennes1.fr;2023-09-27;2023-09-27;23;2018
1997966;Marylène;CHAUVIERE;fille;marylene.chauviere@etudiant.univ-rennes1.fr;2023-10-02;2023-10-02;23;2018
1057577;Janine;LEBLANC;W;janine.leblanc@etudiant.univ-rennes1.fr;2023-10-19;2023-10-19;23;2018
4633219;Francisca;ROYER;W;francisca.royer@etudiant.univ-rennes1.fr;2023-09-13;2023-10-13;23;2018
1966837;Stéphanie;RICHARD;H;stephanie.richard@etudiant.univ-rennes1.fr;2023-10-04;2023-11-03;23;2018
9875243;Gwenola;POITOU;fille;gwenola.poitou@etudiant.univ-rennes1.fr;2023-10-16;2023-10-16;23;2018
6838348;Jean-Charles;LEBRUN;H;jean-charles.lebrun@etudiant.univ-rennes1.fr;2023-09-17;2023-10-17;23;2018
3806289;Frédérique;MOREAU;W;frederique.moreau@etudiant.univ-rennes1.fr;2023-10-02;2023-10-02;23;2018
5668218;Gildas;LIBAUD;garçon;gildas.libaud@etudiant.univ-rennes1.fr;2023-09-22;2023-09-22;23;2018
8106108;Madeleine;PREZELIN;W;madeleine.prezelin@etudiant.univ-rennes1.fr;2023-10-14;2023-10-14;23;2018
1129949;Monika;CHRETIEN;F;monika.chretien@etudiant.univ-rennes1.fr;2023-10-27;2023-11-26;23;2018
5902875;Olivier;MAHE;M;olivier.mahe@etudiant.univ-rennes1.fr;2023-10-02;2023-11-01;23;2018
3242801;Marie Anne;MICHEL;F;marie anne.michel@etudiant.univ-rennes1.fr;2023-09-24;2023-10-24;23;2018
3344822;Arlette;RENIER;W;arlette.renier@etudiant.univ-rennes1.fr;2023-09-26;2023-09-26;23;2018
9169627;Mostafa;RIVAULT;H;mostafa.rivault@etudiant.univ-rennes1.fr;2023-10-15;2023-10-15;23;2018
3043614;Dany;LIGER;H;dany.liger@etudiant.univ-rennes1.fr;2023-09-20;2023-09-20;23;2018
7035795;Bénédicte;ETOURNEUX;garçon;benedicte.etourneux@etudiant.univ-rennes1.fr;2023-09-27;2023-09-27;23;2018
8354927;Jean-Georges;LEPAGE;H;jean-georges.lepage@etudiant.univ-rennes1.fr;2023-10-15;2023-10-15;23;2018
3900976;Amel;ROUMY;W;amel.roumy@etudiant.univ-rennes1.fr;2023-10-18;2023-10-18;23;2018
8889641;Salah;GAILLARD;garçon;salah.gaillard@etudiant.univ-rennes1.fr;2023-09-27;2023-10-27;23;2018
7339596;Najia;ALIGON;W;najia.aligon@etudiant.univ-rennes1.fr;2023-09-20;2023-09-20;23;2018
6949831;Edwige;CHATEIGNER;F;edwige.chateigner@etudiant.univ-rennes1.fr;2023-10-21;2023-10-21;23;2018
1704351;Inès;﻿MARTIN;fille;ines.martin@etudiant.univ-rennes1.fr;2023-09-18;2023-09-18;23;2018
138039;Helen;COIFFARD;fille;helen.coiffard@etudiant.univ-rennes1.fr;2023-10-13;2023-10-13;23;2018
9929295;Anicette;LE GAL;F;anicette.le gal@etudiant.univ-rennes1.fr;2023-10-14;2023-11-13;23;2018
4434849;Gisèle;ANDRAULT;W;gisele.andrault@etudiant.univ-rennes1.fr;2023-09-28;2023-10-28;23;2018
