stud_number;first_name;last_name;gender;email;stud_role;asso_name;asso_desc
3339188;Marie-Elisabeth;VIVION;W;marie-elisabeth.vivion@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
5810703;Severine;REBONDY;W;severine.rebondy@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
5810703;Severine;REBONDY;W;severine.rebondy@etudiant.univ-rennes1.fr;member;Club Apero;
3826518;Gina;BELANGER;W;gina.belanger@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
9437095;Werner;HULLIN;M;werner.hullin@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
9405837;Marinette;JURET;W;marinette.juret@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
5679002;Solenne;BLANCHARD;W;solenne.blanchard@etudiant.univ-rennes1.fr;member;Club Danse;
5679002;Solenne;BLANCHARD;W;solenne.blanchard@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
9094742;Thérèse-Marie;THOMAS;F;therese-marie.thomas@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
9094742;Thérèse-Marie;THOMAS;F;therese-marie.thomas@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
9094742;Thérèse-Marie;THOMAS;F;therese-marie.thomas@etudiant.univ-rennes1.fr;member;Club Apero;
7489903;Davy;ALEXANDRE;M;davy.alexandre@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
9413847;Tamara;CHOLET;fille;tamara.cholet@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
9413847;Tamara;CHOLET;fille;tamara.cholet@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
9413847;Tamara;CHOLET;fille;tamara.cholet@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
7311187;Hugo;DESHAYES;M;hugo.deshayes@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
8203047;Désiré;POTTIER;H;desire.pottier@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
8203047;Désiré;POTTIER;H;desire.pottier@etudiant.univ-rennes1.fr;member;Club Apero;
3411639;Annaïck;CRETIN;F;annaick.cretin@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
3411639;Annaïck;CRETIN;F;annaick.cretin@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
3411639;Annaïck;CRETIN;F;annaick.cretin@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
8516750;Irénée;DEVEAU;garçon;irenee.deveau@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
8516750;Irénée;DEVEAU;garçon;irenee.deveau@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
8516750;Irénée;DEVEAU;garçon;irenee.deveau@etudiant.univ-rennes1.fr;member;Club Danse;
5352488;Pauline;JOLIVET;F;pauline.jolivet@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
7101049;Daniela;DINAND;fille;daniela.dinand@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6359723;Axel;POITOU;garçon;axel.poitou@etudiant.univ-rennes1.fr;member;Club Apero;
6359723;Axel;POITOU;garçon;axel.poitou@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
6359723;Axel;POITOU;garçon;axel.poitou@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
9428129;Florine;DUBIN;F;florine.dubin@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
9428129;Florine;DUBIN;F;florine.dubin@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
5633652;Jerôme;FLECHEAU;M;jerome.flecheau@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
5633652;Jerôme;FLECHEAU;M;jerome.flecheau@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
6976364;Juliana;BRECHETEAU;fille;juliana.brecheteau@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9034456;Arnold;COUTAND;H;arnold.coutand@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
8710431;Richard;BLUTEAU;M;richard.bluteau@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
7662077;Gianni;BARBARIN;M;gianni.barbarin@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
7662077;Gianni;BARBARIN;M;gianni.barbarin@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
2038955;Roger;BOURSIER;garçon;roger.boursier@etudiant.univ-rennes1.fr;member;Club Apero;
2838672;Armel;BOCHEREAU;H;armel.bochereau@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
4280311;Claire;COSNARD;garçon;claire.cosnard@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4280311;Claire;COSNARD;garçon;claire.cosnard@etudiant.univ-rennes1.fr;member;Club Apero;
4280311;Claire;COSNARD;garçon;claire.cosnard@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
3703398;Dalila;LEMAITRE;W;dalila.lemaitre@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
3703398;Dalila;LEMAITRE;W;dalila.lemaitre@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
3703398;Dalila;LEMAITRE;W;dalila.lemaitre@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
8175073;Maggy;FRAPPREAU;F;maggy.frappreau@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
8175073;Maggy;FRAPPREAU;F;maggy.frappreau@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
519831;Kathy;SALE;F;kathy.sale@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
519831;Kathy;SALE;F;kathy.sale@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
519831;Kathy;SALE;F;kathy.sale@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
6274814;Marie-Pierre;CAILLE;H;marie-pierre.caille@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
7094369;Laurence;TURPAULT;fille;laurence.turpault@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7094369;Laurence;TURPAULT;fille;laurence.turpault@etudiant.univ-rennes1.fr;member;Club Danse;
3049600;Quentin;AVRILLON;H;quentin.avrillon@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
3049600;Quentin;AVRILLON;H;quentin.avrillon@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
3049600;Quentin;AVRILLON;H;quentin.avrillon@etudiant.univ-rennes1.fr;member;Club Apero;
9598109;Marie-Rose;LANGE;fille;marie-rose.lange@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
9598109;Marie-Rose;LANGE;fille;marie-rose.lange@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9598109;Marie-Rose;LANGE;fille;marie-rose.lange@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
9874366;Marie Françoise;BOURDAIS;W;marie francoise.bourdais@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
9874366;Marie Françoise;BOURDAIS;W;marie francoise.bourdais@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
9094168;Sylvian;THOREAU;M;sylvian.thoreau@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
9094168;Sylvian;THOREAU;M;sylvian.thoreau@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
4430853;Pierre;DAVY;garçon;pierre.davy@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
4430853;Pierre;DAVY;garçon;pierre.davy@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1321828;Bernard;SAUVAGET;H;bernard.sauvaget@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
2581714;Claudine;ROBICHON;garçon;claudine.robichon@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
519158;Martin;MARCEAU;H;martin.marceau@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
519158;Martin;MARCEAU;H;martin.marceau@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
519158;Martin;MARCEAU;H;martin.marceau@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
2711330;Francisque;BLUTEAU;H;francisque.bluteau@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
7967859;Marie-Danielle;ETIENNE;F;marie-danielle.etienne@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
7967859;Marie-Danielle;ETIENNE;F;marie-danielle.etienne@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
5620513;Marie Claude;CAILLEAUD;W;marie claude.cailleaud@etudiant.univ-rennes1.fr;member;Club Apero;
1673058;Marie Renée;GATE;W;marie renee.gate@etudiant.univ-rennes1.fr;member;Club Apero;
1673058;Marie Renée;GATE;W;marie renee.gate@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
6657126;Elvis;RABINEAU;H;elvis.rabineau@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
361092;Jean-Lou;LEAU;M;jean-lou.leau@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
361092;Jean-Lou;LEAU;M;jean-lou.leau@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
361092;Jean-Lou;LEAU;M;jean-lou.leau@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
6939093;Angéla;PLESSIS;F;angela.plessis@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
6939093;Angéla;PLESSIS;F;angela.plessis@etudiant.univ-rennes1.fr;member;Club Apero;
9440070;Samir;SUROT;H;samir.surot@etudiant.univ-rennes1.fr;member;Club Apero;
9440070;Samir;SUROT;H;samir.surot@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
1691150;Eric;CLENET;M;eric.clenet@etudiant.univ-rennes1.fr;member;Club Apero;
9876669;Gaetan;LAMOUREUX;garçon;gaetan.lamoureux@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
2104286;Marie-Caroline;LEMAITRE;F;marie-caroline.lemaitre@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
6112233;Jean Charles;RAHARD;H;jean charles.rahard@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
6112233;Jean Charles;RAHARD;H;jean charles.rahard@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6112233;Jean Charles;RAHARD;H;jean charles.rahard@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
1212318;Pierre Louis;BAUDON;garçon;pierre louis.baudon@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
1212318;Pierre Louis;BAUDON;garçon;pierre louis.baudon@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
1212318;Pierre Louis;BAUDON;garçon;pierre louis.baudon@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
5676653;Renaud;BOUIN;H;renaud.bouin@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
9232177;Mathieu;BONDU;garçon;mathieu.bondu@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
5491107;Rodrigue;JOUANNEAU;H;rodrigue.jouanneau@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
5491107;Rodrigue;JOUANNEAU;H;rodrigue.jouanneau@etudiant.univ-rennes1.fr;member;Club Danse;
7505370;Félicie;BORDEAU;F;felicie.bordeau@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
9149537;Edward;FUZEAU;H;edward.fuzeau@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
9149537;Edward;FUZEAU;H;edward.fuzeau@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
9149537;Edward;FUZEAU;H;edward.fuzeau@etudiant.univ-rennes1.fr;member;Club Apero;
6655783;Zineb;ALGOURDIN;W;zineb.algourdin@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
6655783;Zineb;ALGOURDIN;W;zineb.algourdin@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
137467;Jean-Lucien;LEVESQUE;H;jean-lucien.levesque@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
137467;Jean-Lucien;LEVESQUE;H;jean-lucien.levesque@etudiant.univ-rennes1.fr;member;Club Danse;
137467;Jean-Lucien;LEVESQUE;H;jean-lucien.levesque@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
5431327;Moise;LORRE;M;moise.lorre@etudiant.univ-rennes1.fr;member;Club Apero;
4239962;Conchita;SUTEAU;fille;conchita.suteau@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
1653783;Erick;RUEL;garçon;erick.ruel@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
1653783;Erick;RUEL;garçon;erick.ruel@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
1653783;Erick;RUEL;garçon;erick.ruel@etudiant.univ-rennes1.fr;member;Club Apero;
8347453;Régine;GEORGET;M;regine.georget@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
8347453;Régine;GEORGET;M;regine.georget@etudiant.univ-rennes1.fr;member;Club Danse;
8347453;Régine;GEORGET;M;regine.georget@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
2571528;Samira;CHAUVIERE;W;samira.chauviere@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
2571528;Samira;CHAUVIERE;W;samira.chauviere@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
3532542;Linda;CIROT;F;linda.cirot@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
3532542;Linda;CIROT;F;linda.cirot@etudiant.univ-rennes1.fr;member;Club Danse;
3532542;Linda;CIROT;F;linda.cirot@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
2385670;Marie Dominique;BEUROIS;F;marie dominique.beurois@etudiant.univ-rennes1.fr;member;Club Apero;
2385670;Marie Dominique;BEUROIS;F;marie dominique.beurois@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
9828995;Christophe;BARRAUD;W;christophe.barraud@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
9828995;Christophe;BARRAUD;W;christophe.barraud@etudiant.univ-rennes1.fr;member;Club Danse;
9828995;Christophe;BARRAUD;W;christophe.barraud@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6638000;David;JADAUD;fille;david.jadaud@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
6638000;David;JADAUD;fille;david.jadaud@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
6638000;David;JADAUD;fille;david.jadaud@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
1963506;Vivien;RELION;garçon;vivien.relion@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1963506;Vivien;RELION;garçon;vivien.relion@etudiant.univ-rennes1.fr;member;Club Apero;
1963506;Vivien;RELION;garçon;vivien.relion@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
2466003;Leon;SOULARD;garçon;leon.soulard@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
2466003;Leon;SOULARD;garçon;leon.soulard@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
2466003;Leon;SOULARD;garçon;leon.soulard@etudiant.univ-rennes1.fr;member;Club Danse;
1946716;Romaric;CHOQUET;garçon;romaric.choquet@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
1946716;Romaric;CHOQUET;garçon;romaric.choquet@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
9893872;Donat;ABELLARD;H;donat.abellard@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
9893872;Donat;ABELLARD;H;donat.abellard@etudiant.univ-rennes1.fr;member;EsirBEP;association venant en aide aux élèves à besoins éducatifs particuliers
1094114;Anne-Yvonne;DELAGE;F;anne-yvonne.delage@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
1094114;Anne-Yvonne;DELAGE;F;anne-yvonne.delage@etudiant.univ-rennes1.fr;member;Club Apero;
3122629;Gautier;DELAPORTE;garçon;gautier.delaporte@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
3122629;Gautier;DELAPORTE;garçon;gautier.delaporte@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
3530514;Helen;RABINEAU;F;helen.rabineau@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3530514;Helen;RABINEAU;F;helen.rabineau@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
3530514;Helen;RABINEAU;F;helen.rabineau@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
3349644;Carinne;BABARIT;F;carinne.babarit@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
3349644;Carinne;BABARIT;F;carinne.babarit@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
3349644;Carinne;BABARIT;F;carinne.babarit@etudiant.univ-rennes1.fr;member;Club Musique;club où les étudiants qui se réunissent avec leur instrument, ou non, afin de jouer de la musique.
4265828;Denis;HODE;fille;denis.hode@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
4265828;Denis;HODE;fille;denis.hode@etudiant.univ-rennes1.fr;member;Club Apero;
2665152;Marie Odile;REVEILLERE;W;marie odile.reveillere@etudiant.univ-rennes1.fr;member;Club Danse;
4583291;Suzy;COSNARD;fille;suzy.cosnard@etudiant.univ-rennes1.fr;member;Club Apero;
4583291;Suzy;COSNARD;fille;suzy.cosnard@etudiant.univ-rennes1.fr;member;Club Danse;
4583291;Suzy;COSNARD;fille;suzy.cosnard@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1663442;Théodore;BOMARD;garçon;theodore.bomard@etudiant.univ-rennes1.fr;member;Club Kulture;club d'échanges autour des diverses cultures étrangères représentées à l'ESIR.
1663442;Théodore;BOMARD;garçon;theodore.bomard@etudiant.univ-rennes1.fr;member;Club japonnais Shiro Kitsune; club d'apprentissage de la langue et de la culture japonaise.
1663442;Théodore;BOMARD;garçon;theodore.bomard@etudiant.univ-rennes1.fr;member;BDE;représente les élèves de l'ESIR auprès de la direction et coordonne la vie associative sur le campus
1372826;Guy-Marie;FREMY;H;guy-marie.fremy@etudiant.univ-rennes1.fr;member;Club Danse;
1372826;Guy-Marie;FREMY;H;guy-marie.fremy@etudiant.univ-rennes1.fr;member;Club Roll&Draw; de projets étudiants développant applications, jeux et tous les types de jeux de société.
1372826;Guy-Marie;FREMY;H;guy-marie.fremy@etudiant.univ-rennes1.fr;member;Club ESIR Esport;club de jeux vidéos avec des équipes Esiriennes qui jouent lors de challenges.
400929;Vincenzo;EDIN;H;vincenzo.edin@etudiant.univ-rennes1.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
400929;Vincenzo;EDIN;H;vincenzo.edin@etudiant.univ-rennes1.fr;member;Club Conférence;club qui organise des conférences 
